Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
SPY,282.4,Put,264.00,05/06/20,5,0.35,0.36,0.36,0.34,2491,252,9.88,38.06%,"15:27 ET"
XLU,55.77,Put,56.00,05/08/20,7,1.07,1.11,1.15,1.09,1101,116,9.49,30.64%,"15:16 ET"
IWM,124.47,Call,125.50,05/01/20,0,0.15,0.18,0.20,0.10,9838,1046,9.41,0.00%,"15:20 ET"
SPY,282.4,Call,287.00,05/04/20,3,1.03,1.05,1.06,1.04,24014,2571,9.34,26.45%,"15:27 ET"
SPY,282.4,Call,298.00,05/06/20,5,0.12,0.13,0.13,0.13,11061,1211,9.13,25.62%,"15:27 ET"
SQQQ,12.63,Call,12.00,05/22/20,21,1.45,1.48,1.50,1.54,8288,916,9.05,104.33%,"15:20 ET"
SPY,282.4,Put,282.00,05/01/20,0,0.40,0.41,0.42,0.30,80837,9033,8.95,0.00%,"15:28 ET"
SPY,282.4,Put,281.00,05/01/20,0,0.13,0.14,0.14,0.14,69725,7866,8.86,0.00%,"15:28 ET"
HYG,78.82,Put,74.00,09/18/20,140,2.81,2.9,2.98,2.87,5058,587,8.62,26.82%,"14:17 ET"
SPY,282.4,Call,288.00,05/04/20,3,0.77,0.78,0.79,0.79,9893,1149,8.61,26.16%,"15:27 ET"
SMH,127.6,Put,120.00,11/20/20,203,12.40,12.55,12.70,12.70,1001,121,8.27,45.62%,"12:27 ET"
VXX,41.74,Put,41.00,05/01/20,0,0.09,0.11,0.13,0.14,3456,425,8.13,0.00%,"15:15 ET"
SPY,282.4,Put,283.00,05/11/20,10,5.93,5.96,5.98,5.85,3860,475,8.13,30.12%,"15:27 ET"
SPY,282.4,Call,286.00,05/04/20,3,1.27,1.29,1.30,1.40,23977,3042,7.88,27.41%,"15:27 ET"
IWM,124.47,Call,125.00,08/21/20,112,10.30,10.37,10.43,10.31,1017,131,7.76,37.72%,"14:49 ET"
SPY,282.4,Call,281.00,05/01/20,0,1.92,1.95,1.98,2.26,16416,2128,7.71,0.00%,"15:27 ET"
SPY,282.4,Call,285.00,05/01/20,0,0.13,0.14,0.14,0.13,111766,14644,7.63,0.00%,"15:27 ET"
SPY,282.4,Call,282.00,05/06/20,5,4.61,4.63,4.65,4.74,3053,404,7.56,34.05%,"15:27 ET"
SPY,282.4,Put,284.00,05/01/20,0,1.22,1.25,1.28,1.22,60877,8052,7.56,0.00%,"15:28 ET"
XLP,57.69,Put,56.50,05/08/20,7,0.32,0.36,0.39,0.35,1379,184,7.49,25.20%,"15:11 ET"
TQQQ,63.52,Put,63.00,05/08/20,7,3.45,3.48,3.50,3.35,1918,256,7.49,97.77%,"14:38 ET"
ASHR,26.06,Put,25.50,05/08/20,7,0.20,0.21,0.22,0.18,1270,175,7.26,27.48%,"15:04 ET"
EWY,49.55,Put,48.00,05/15/20,14,0.95,1.07,1.18,1.07,5000,709,7.05,45.53%,"12:57 ET"
QQQ,212.72,Put,193.00,05/08/20,7,0.35,0.36,0.37,0.38,1982,284,6.98,47.36%,"15:15 ET"
SPY,282.4,Put,220.00,06/05/20,35,1.08,1.09,1.10,1.10,3907,567,6.89,52.83%,"15:26 ET"
SPY,282.4,Put,263.00,05/18/20,17,2.88,2.9,2.92,3.08,1115,162,6.88,42.47%,"15:05 ET"
TQQQ,63.52,Call,63.50,05/01/20,0,0.66,0.68,0.70,0.82,1155,168,6.88,0.00%,"14:39 ET"
SRTY,19.39,Call,20.00,08/21/20,112,5.00,5.2,5.40,5.27,1017,148,6.87,129.66%,"15:06 ET"
SPY,282.4,Call,281.00,05/04/20,3,3.76,3.78,3.80,3.83,1779,259,6.87,29.77%,"15:27 ET"
UVXY,48.47,Call,49.50,05/01/20,0,0.20,0.25,0.29,0.32,707,103,6.86,0.00%,"15:10 ET"
EWA,16.12,Put,14.00,07/17/20,77,0.55,0.58,0.60,0.60,3010,445,6.76,51.98%,"13:55 ET"
SPY,282.4,Put,274.00,05/04/20,3,0.43,0.44,0.44,0.37,15943,2368,6.73,27.47%,"15:28 ET"
XOP,50.31,Call,70.00,09/18/20,140,1.18,1.26,1.33,1.11,1180,177,6.67,46.63%,"12:13 ET"
SPY,282.4,Put,283.00,05/04/20,3,2.63,2.66,2.68,2.63,13923,2132,6.53,23.09%,"15:28 ET"
SPXU,16.65,Call,18.50,05/08/20,7,0.40,0.43,0.45,0.43,1585,248,6.39,115.48%,"15:24 ET"
UVXY,48.47,Call,49.00,05/01/20,0,0.35,0.38,0.41,0.40,1448,229,6.32,0.00%,"15:14 ET"
XLK,88.98,Put,88.00,05/08/20,7,1.43,1.46,1.50,1.39,1236,196,6.31,37.64%,"15:18 ET"
TLT,167.17,Put,160.00,06/05/20,35,0.98,1.05,1.12,0.99,677,108,6.27,17.63%,"15:03 ET"
SPY,282.4,Put,279.00,05/04/20,3,1.34,1.35,1.36,1.23,11671,1874,6.23,25.70%,"15:28 ET"
XBI,90.31,Put,87.00,05/15/20,14,2.00,2.03,2.06,2.22,1030,167,6.17,52.80%,"13:28 ET"
SPY,282.4,Put,282.00,05/04/20,3,2.37,2.39,2.41,2.22,20764,3387,6.13,24.03%,"15:28 ET"
XLF,22,Put,22.00,05/22/20,21,0.94,0.96,0.98,0.97,14299,2335,6.12,46.50%,"14:19 ET"
USO,18.77,Put,16.00,07/17/20,77,1.79,1.82,1.84,1.73,1140,191,5.97,92.89%,"14:41 ET"
XBI,90.31,Put,65.00,06/19/20,49,0.40,0.42,0.43,0.42,14649,2516,5.82,58.07%,"15:05 ET"
SPY,282.4,Put,270.00,05/04/20,3,0.13,0.14,0.14,0.12,17947,3148,5.7,28.69%,"15:28 ET"
XBI,90.31,Put,87.00,05/08/20,7,1.09,1.14,1.18,1.22,569,100,5.69,52.02%,"15:05 ET"
TZA,38.13,Call,38.00,05/01/20,0,0.37,0.43,0.48,0.47,704,124,5.68,0.00%,"15:05 ET"
EEM,35.29,Put,34.00,05/08/20,7,0.40,0.41,0.42,0.40,2271,402,5.65,47.13%,"15:16 ET"
XLF,22,Put,20.50,05/22/20,21,0.47,0.49,0.50,0.48,27296,4831,5.65,52.77%,"15:14 ET"
SPY,282.4,Call,285.00,05/06/20,5,3.03,3.04,3.05,3.13,7397,1352,5.47,32.19%,"15:27 ET"
UUP,26.83,Put,27.00,05/08/20,7,0.22,0.23,0.24,0.23,1022,190,5.38,8.92%,"14:11 ET"
SPY,282.4,Put,279.00,10/16/20,168,23.06,23.3,23.54,23.91,757,141,5.37,34.90%,"14:11 ET"
VXX,41.74,Put,37.50,05/15/20,14,1.29,1.31,1.32,1.33,1899,354,5.36,95.84%,"15:16 ET"
SPY,282.4,Put,285.00,05/04/20,3,3.94,3.97,3.99,3.69,27466,5191,5.29,21.49%,"15:27 ET"
XBI,90.31,Put,91.00,05/15/20,14,3.50,3.58,3.65,3.51,1513,288,5.25,44.88%,"15:17 ET"
QQQ,212.72,Put,180.00,03/31/21,334,12.90,13.34,13.77,13.40,1254,242,5.18,37.12%,"14:08 ET"
SQQQ,12.63,Call,13.00,06/05/20,35,1.45,1.53,1.60,1.55,588,114,5.16,111.04%,"15:15 ET"
VXX,41.74,Call,42.00,05/08/20,7,2.09,2.11,2.13,2.08,4634,917,5.05,97.49%,"15:16 ET"
SPY,282.4,Put,283.00,05/01/20,0,0.84,0.85,0.86,0.66,91771,18596,4.93,0.00%,"15:28 ET"
XLE,35.81,Put,36.50,05/01/20,0,0.67,0.73,0.79,0.58,4628,947,4.89,0.00%,"14:44 ET"
FXI,37.29,Put,37.50,05/01/20,0,0.22,0.24,0.25,0.23,7819,1612,4.85,0.00%,"15:10 ET"
EEM,35.29,Put,32.00,05/08/20,7,0.12,0.13,0.13,0.13,4829,1000,4.83,56.16%,"15:02 ET"
SPY,282.4,Call,284.00,05/11/20,10,5.05,5.07,5.09,4.96,644,134,4.81,30.25%,"15:19 ET"
SPY,282.4,Call,282.00,05/08/20,7,5.86,5.89,5.91,5.84,3897,820,4.75,35.77%,"15:27 ET"
SPY,282.4,Put,281.00,05/06/20,5,3.48,3.5,3.51,3.32,4645,977,4.75,30.60%,"15:27 ET"
SPY,282.4,Put,280.00,05/04/20,3,1.64,1.65,1.66,1.52,38146,8026,4.75,25.29%,"15:28 ET"
XLE,35.81,Call,68.21,01/21/22,630,0.66,0.85,1.03,0.66,507,107,4.74,32.48%,"14:14 ET"
SPY,282.4,Put,272.00,05/06/20,5,1.16,1.17,1.19,1.12,2915,615,4.74,35.36%,"15:27 ET"
IWM,124.47,Put,125.50,05/15/20,14,5.15,5.17,5.19,5.48,3716,786,4.73,50.78%,"14:30 ET"
SPY,282.4,Call,299.00,06/05/20,35,3.19,3.22,3.24,3.13,659,140,4.71,25.09%,"15:12 ET"
SPY,282.4,Put,282.50,05/01/20,0,0.57,0.59,0.61,0.44,23368,4976,4.7,0.00%,"15:28 ET"
SPY,282.4,Put,273.00,05/04/20,3,0.31,0.32,0.33,0.28,6960,1483,4.69,27.71%,"15:28 ET"
XLF,22,Put,19.00,05/22/20,21,0.23,0.25,0.26,0.25,13640,2906,4.69,61.39%,"14:40 ET"
SPY,282.4,Call,287.00,05/06/20,5,2.10,2.12,2.13,2.20,2744,591,4.64,30.54%,"15:27 ET"
IWM,124.47,Put,118.00,07/17/20,77,6.79,6.83,6.86,6.95,3064,661,4.64,44.99%,"13:14 ET"
USO,18.77,Put,18.00,07/17/20,77,2.54,2.57,2.60,2.57,537,116,4.63,88.76%,"14:49 ET"
GDX,33.06,Call,31.50,05/08/20,7,2.11,2.13,2.14,2.11,841,182,4.62,58.27%,"15:22 ET"
SPY,282.4,Put,282.00,05/08/20,7,5.01,5.03,5.04,4.80,8837,1936,4.56,32.43%,"15:28 ET"
KWEB,45.66,Put,49.00,05/15/20,14,3.50,3.65,3.80,3.60,646,142,4.55,36.51%,"13:28 ET"
EFA,55.24,Put,52.50,05/15/20,14,0.53,0.55,0.56,0.58,896,197,4.55,37.80%,"13:40 ET"
EEM,35.29,Put,30.00,07/17/20,77,0.79,0.8,0.82,0.82,1162,257,4.52,45.27%,"15:14 ET"
XRT,35.55,Put,34.00,05/08/20,7,0.44,0.46,0.49,0.52,545,122,4.47,58.99%,"14:24 ET"
VXX,41.74,Call,40.50,05/15/20,14,3.65,3.68,3.70,3.65,882,199,4.43,94.74%,"14:58 ET"
KRE,35.97,Put,35.00,05/15/20,14,1.18,1.19,1.21,1.17,2763,626,4.41,58.61%,"15:01 ET"
IWM,124.47,Put,126.00,05/08/20,7,4.17,4.2,4.23,4.22,2303,524,4.4,49.01%,"15:25 ET"
LABU,33.19,Put,33.00,05/08/20,7,2.35,2.43,2.50,2.38,610,139,4.39,135.73%,"15:08 ET"
SPY,282.4,Call,284.00,05/06/20,5,3.49,3.51,3.53,3.59,2612,598,4.37,32.51%,"15:27 ET"
SPY,282.4,Call,290.00,05/04/20,3,0.35,0.36,0.37,0.40,21266,4874,4.36,25.09%,"15:27 ET"
GDXJ,40.94,Call,60.00,08/21/20,112,1.50,1.59,1.68,1.54,501,118,4.25,67.60%,"12:30 ET"
VXX,41.74,Call,41.50,05/01/20,0,0.34,0.36,0.37,0.34,2173,511,4.25,0.00%,"15:17 ET"
SPY,282.4,Put,284.00,05/04/20,3,3.11,3.14,3.16,3.12,14193,3367,4.22,22.26%,"15:27 ET"
IWM,124.47,Put,117.50,05/08/20,7,1.25,1.27,1.28,1.31,943,224,4.21,57.21%,"15:16 ET"
UUP,26.83,Call,26.50,05/15/20,14,0.36,0.38,0.40,0.38,602,145,4.15,7.21%,"13:44 ET"
IWM,124.47,Put,124.00,05/15/20,14,4.50,4.52,4.53,4.35,13559,3270,4.15,47.29%,"15:28 ET"
GDXJ,40.94,Put,45.00,08/21/20,112,8.25,8.35,8.45,8.44,501,122,4.11,68.21%,"12:30 ET"
SPY,282.4,Put,205.00,05/13/20,12,0.15,0.16,0.16,0.16,1810,440,4.11,79.71%,"15:22 ET"
PSQ,22.37,Call,23.00,05/15/20,14,0.40,0.48,0.55,0.50,597,146,4.09,44.40%,"13:58 ET"
SPY,282.4,Call,283.00,05/06/20,5,4.04,4.06,4.08,4.22,3270,799,4.09,33.83%,"15:27 ET"
SPY,282.4,Put,284.00,05/06/20,5,4.55,4.57,4.59,4.60,5763,1421,4.06,28.76%,"15:27 ET"
USO,18.77,Call,20.50,05/08/20,7,0.36,0.37,0.38,0.37,547,135,4.05,92.55%,"15:06 ET"
SPY,282.4,Put,285.00,05/01/20,0,2.33,2.34,2.36,2.00,95217,23541,4.04,0.00%,"15:28 ET"
VXX,41.74,Call,43.50,05/08/20,7,1.58,1.61,1.63,1.64,1679,417,4.03,104.49%,"14:23 ET"
VXX,41.74,Put,41.00,05/08/20,7,1.95,1.96,1.98,2.00,1357,342,3.97,101.31%,"15:16 ET"
QQQ,212.72,Put,211.00,05/01/20,0,0.12,0.13,0.13,0.12,18520,4722,3.92,0.00%,"15:22 ET"
XOP,50.31,Put,50.00,05/08/20,7,2.12,2.15,2.18,2.06,2421,635,3.81,80.57%,"14:56 ET"
TNA,19.4,Call,21.50,05/08/20,7,0.75,0.77,0.79,0.82,508,134,3.79,148.51%,"15:00 ET"
TZA,38.13,Call,37.00,05/01/20,0,1.05,1.18,1.31,1.28,822,217,3.79,0.00%,"15:06 ET"
SPY,282.4,Put,257.50,05/08/20,7,0.47,0.48,0.48,0.50,3286,867,3.79,44.88%,"15:17 ET"
SPY,282.4,Put,276.00,05/11/20,10,3.59,3.61,3.63,3.67,503,134,3.75,34.83%,"15:24 ET"
IWM,124.47,Put,124.50,05/01/20,0,0.36,0.38,0.39,0.27,1292,345,3.74,0.00%,"15:27 ET"
VXX,41.74,Call,50.00,05/08/20,7,0.54,0.55,0.55,0.56,4112,1105,3.72,122.90%,"15:14 ET"
USO,18.77,Put,16.00,06/19/20,49,1.48,1.5,1.52,1.51,3463,940,3.68,106.55%,"15:11 ET"
IYR,73.45,Call,78.00,06/19/20,49,1.70,1.73,1.76,1.73,2526,700,3.61,32.02%,"15:27 ET"
SPY,282.4,Put,283.00,05/06/20,5,4.27,4.29,4.31,4.11,4697,1303,3.6,29.20%,"15:28 ET"
XOP,50.31,Call,55.00,05/08/20,7,0.52,0.54,0.56,0.55,607,169,3.59,72.48%,"15:10 ET"
GLD,159.93,Call,159.50,05/01/20,0,0.66,0.68,0.70,0.63,2316,652,3.55,0.00%,"15:22 ET"
QQQ,212.72,Put,214.00,05/29/20,28,8.21,8.25,8.28,8.67,1098,313,3.51,35.19%,"12:54 ET"
QQQ,212.72,Call,215.00,05/22/20,21,5.83,5.85,5.87,6.00,2077,593,3.5,33.51%,"15:16 ET"
VXX,41.74,Call,45.50,05/08/20,7,1.11,1.13,1.14,1.16,1245,357,3.49,110.36%,"15:05 ET"
IWM,124.47,Call,125.00,05/01/20,0,0.24,0.25,0.26,0.38,13404,3844,3.49,0.00%,"15:28 ET"
QQQ,212.72,Call,214.00,05/08/20,7,3.50,3.53,3.55,3.66,3803,1101,3.45,34.70%,"15:19 ET"
SPY,282.4,Call,291.00,05/29/20,28,5.50,5.53,5.55,5.41,807,235,3.43,28.24%,"15:22 ET"
GDX,33.06,Call,42.00,01/21/22,630,5.10,5.28,5.45,5.15,1270,370,3.43,44.55%,"14:38 ET"
SPY,282.4,Put,281.00,05/04/20,3,1.83,1.85,1.87,1.84,12100,3532,3.43,24.64%,"15:28 ET"
SPY,282.4,Put,277.00,05/04/20,3,0.86,0.88,0.89,0.80,23077,6783,3.4,26.69%,"15:27 ET"
UDOW,50.84,Call,50.00,06/19/20,49,7.60,7.7,7.80,7.80,528,156,3.38,100.24%,"15:09 ET"
FAZ,26.04,Call,26.00,05/01/20,0,0.18,0.21,0.24,0.22,940,281,3.35,0.00%,"15:11 ET"
GDX,33.06,Call,33.00,05/08/20,7,1.13,1.14,1.15,1.10,2002,599,3.34,54.29%,"15:21 ET"
TQQQ,63.52,Put,58.00,05/08/20,7,1.75,1.77,1.79,1.68,902,272,3.32,110.29%,"14:39 ET"
SPY,282.4,Put,195.00,05/13/20,12,0.12,0.13,0.13,0.13,1040,314,3.31,88.25%,"13:39 ET"
VXX,41.74,Call,43.00,05/08/20,7,1.75,1.77,1.79,1.80,2001,605,3.31,103.40%,"15:14 ET"
SCO,49.28,Put,50.00,05/01/20,0,1.00,1.2,1.40,0.40,528,160,3.3,0.00%,"15:11 ET"
SPY,282.4,Put,287.00,05/01/20,0,4.17,4.21,4.25,3.94,31046,9473,3.28,0.00%,"15:27 ET"
VXX,41.74,Call,41.00,05/08/20,7,2.52,2.55,2.57,2.51,3352,1033,3.24,95.12%,"15:17 ET"
IWM,124.47,Put,119.00,12/18/20,231,12.04,12.16,12.27,12.38,656,204,3.22,40.10%,"13:50 ET"
TNA,19.4,Call,19.00,05/01/20,0,0.45,0.46,0.48,0.49,4643,1446,3.21,0.00%,"15:12 ET"
GLD,159.93,Call,159.00,05/01/20,0,1.06,1.08,1.10,1.11,5404,1689,3.2,0.00%,"15:22 ET"
SPY,282.4,Put,274.00,05/06/20,5,1.51,1.53,1.54,1.54,4169,1311,3.18,35.35%,"15:27 ET"
QQQ,212.72,Put,209.00,05/08/20,7,2.60,2.62,2.63,2.63,3796,1201,3.16,37.57%,"15:22 ET"
QQQ,212.72,Put,213.00,05/01/20,0,0.53,0.55,0.56,0.55,11255,3586,3.14,0.00%,"15:23 ET"
EEM,35.29,Call,36.50,05/08/20,7,0.27,0.28,0.28,0.29,1706,546,3.12,37.53%,"15:16 ET"
FXI,37.29,Put,36.50,05/08/20,7,0.55,0.56,0.57,0.56,1046,337,3.1,43.80%,"14:59 ET"
QQQ,212.72,Put,202.50,05/08/20,7,1.19,1.21,1.22,1.27,1391,450,3.09,42.08%,"15:13 ET"
GDX,33.06,Call,32.50,05/01/20,0,0.67,0.7,0.73,0.71,3037,982,3.09,0.00%,"15:19 ET"
DIA,237.46,Put,237.50,05/01/20,0,0.46,0.53,0.59,0.60,1237,401,3.08,0.00%,"15:13 ET"
SPY,282.4,Call,291.00,05/26/20,25,4.80,4.84,4.87,4.74,551,182,3.03,27.52%,"14:53 ET"
SPY,282.4,Put,267.50,05/29/20,28,5.75,5.77,5.78,5.80,628,207,3.03,39.18%,"14:56 ET"
FAS,26.49,Call,29.50,05/08/20,7,0.49,0.54,0.59,0.57,540,180,3,107.29%,"14:40 ET"
TQQQ,63.52,Call,64.00,05/01/20,0,0.43,0.45,0.46,0.50,2776,928,2.99,0.00%,"14:37 ET"
GDX,33.06,Put,32.00,05/08/20,7,0.55,0.56,0.57,0.56,2470,836,2.95,58.65%,"15:19 ET"
SQQQ,12.63,Call,14.00,05/08/20,7,0.30,0.35,0.40,0.30,3183,1085,2.93,112.07%,"15:27 ET"
SPY,282.4,Put,275.00,05/04/20,3,0.48,0.49,0.50,0.47,13121,4498,2.92,26.97%,"15:28 ET"
XOP,50.31,Call,54.00,06/19/20,49,3.15,3.22,3.30,3.43,574,197,2.91,65.98%,"14:45 ET"
XOP,50.31,Call,65.00,01/15/21,259,3.85,3.97,4.10,3.97,706,243,2.91,49.21%,"14:09 ET"
XLP,57.69,Call,59.00,06/19/20,49,1.26,1.28,1.30,1.26,2807,966,2.91,21.43%,"14:43 ET"
SPY,282.4,Call,303.00,05/18/20,17,0.50,0.51,0.52,0.49,1104,384,2.88,22.58%,"14:58 ET"
SQQQ,12.63,Call,15.00,05/29/20,28,0.85,0.93,1.00,0.99,802,279,2.87,129.90%,"14:23 ET"
VXX,41.74,Put,41.50,05/01/20,0,0.26,0.27,0.28,0.25,681,238,2.86,0.00%,"15:15 ET"
EWJ,50.81,Put,49.00,06/19/20,49,1.45,1.46,1.48,1.48,984,344,2.86,31.59%,"15:07 ET"
EEM,35.29,Call,37.00,05/08/20,7,0.13,0.15,0.16,0.13,4957,1734,2.86,33.15%,"14:39 ET"
ITB,35.47,Put,35.00,06/19/20,49,2.35,2.38,2.40,2.40,1697,596,2.85,51.03%,"15:28 ET"
QQQ,212.72,Put,207.50,05/08/20,7,2.18,2.2,2.21,2.31,1702,598,2.85,39.40%,"15:05 ET"
SPY,282.4,Put,255.00,08/21/20,112,11.77,11.8,11.82,11.80,3356,1177,2.85,39.45%,"15:17 ET"
SPY,282.4,Call,292.00,05/06/20,5,0.70,0.71,0.71,0.75,6261,2193,2.85,27.75%,"15:27 ET"
TNA,19.4,Call,25.00,05/08/20,7,0.13,0.14,0.14,0.14,1641,577,2.84,130.04%,"15:03 ET"
XLE,35.81,Put,36.00,05/08/20,7,1.30,1.33,1.35,1.23,803,284,2.83,57.09%,"14:43 ET"
SPY,282.4,Put,260.00,05/08/20,7,0.61,0.62,0.62,0.59,18854,6680,2.82,42.86%,"15:27 ET"
IWM,124.47,Put,105.50,05/22/20,21,0.92,0.94,0.96,1.00,629,225,2.8,59.66%,"13:17 ET"
XLF,22,Put,23.00,09/18/20,140,2.68,2.7,2.72,2.67,3049,1089,2.8,39.74%,"14:52 ET"
SPY,282.4,Call,288.00,05/08/20,7,2.70,2.72,2.74,2.74,7261,2595,2.8,31.80%,"15:27 ET"
SPY,282.4,Call,296.00,06/05/20,35,4.33,4.36,4.39,4.22,766,281,2.73,26.27%,"15:11 ET"
SPY,282.4,Put,278.00,05/04/20,3,1.08,1.1,1.11,1.00,36422,13422,2.71,26.26%,"15:27 ET"
SPY,282.4,Put,276.00,05/04/20,3,0.67,0.69,0.70,0.64,6313,2350,2.69,27.19%,"15:27 ET"
SPY,282.4,Call,283.00,05/08/20,7,5.10,5.12,5.14,5.26,3361,1265,2.66,35.20%,"15:27 ET"
SPY,282.4,Put,283.00,08/21/20,112,20.50,20.51,20.51,20.47,3203,1210,2.65,33.32%,"15:27 ET"
TQQQ,63.52,Call,68.00,05/08/20,7,1.70,1.72,1.74,1.68,1043,395,2.64,99.87%,"14:36 ET"
XOP,50.31,Put,48.00,05/15/20,14,2.02,2.04,2.05,2.03,1794,680,2.64,79.98%,"14:53 ET"
XBI,90.31,Put,89.00,05/15/20,14,2.63,2.66,2.69,2.73,2034,770,2.64,48.05%,"14:40 ET"
XLK,88.98,Put,79.00,01/15/21,259,6.45,6.55,6.65,6.66,700,266,2.63,40.09%,"14:33 ET"
SQQQ,12.63,Call,12.50,05/15/20,14,1.05,1.1,1.15,1.05,1445,550,2.63,102.91%,"15:26 ET"
TQQQ,63.52,Call,65.00,05/08/20,7,2.95,2.98,3.00,3.00,1501,570,2.63,109.60%,"14:38 ET"
GLD,159.93,Call,162.50,05/08/20,7,0.86,0.87,0.88,0.88,1865,708,2.63,20.49%,"15:23 ET"
SPY,282.4,Call,320.00,06/05/20,35,0.23,0.24,0.24,0.22,800,305,2.62,21.07%,"15:12 ET"
XLV,97.31,Put,90.00,07/17/20,77,2.63,2.68,2.73,2.70,1060,404,2.62,33.13%,"14:56 ET"
VXX,41.74,Put,40.00,05/08/20,7,1.46,1.47,1.48,1.46,1391,530,2.62,97.06%,"15:14 ET"
SPY,282.4,Call,286.00,05/06/20,5,2.51,2.53,2.54,2.58,2227,860,2.59,30.85%,"15:27 ET"
SPY,282.4,Put,284.00,05/08/20,7,5.79,5.81,5.84,5.61,6267,2429,2.58,30.90%,"15:27 ET"
SPY,282.4,Call,299.00,05/22/20,21,1.62,1.63,1.64,1.59,1519,591,2.57,24.76%,"14:55 ET"
HYG,78.82,Put,71.00,07/17/20,77,1.27,1.28,1.29,1.30,4129,1612,2.56,30.15%,"15:13 ET"
EFA,55.24,Put,55.00,05/29/20,28,1.59,1.62,1.65,1.66,1851,725,2.55,29.48%,"13:31 ET"
SPY,282.4,Call,288.00,05/06/20,5,1.84,1.86,1.88,1.87,2373,935,2.54,30.32%,"15:27 ET"
